Address,Zip,Phone,zip_final
26400 W OUTER DR,481462088,3133862000,48146
848 1ST AVE N,341026063,NA,34102
646 COX CREEK PKWY,356301176,NA,35630
917 MAR WALT DR,325476759,8508623979,32547
415 S 28TH AVE,394017246,6015795459,39401
19 BRADHURST AVE,105322140,9144937235,10532
1005 DR DB TODD JR BLVD,372083501,6153276109,37208
713 VOLVO PKWY,233201614,NA,23320
154 BURNETTS WAY,234348366,7576093380,23434
1708 OLD DONATION PKWY,234543064,7574193000,23454
1020 INDEPENDENCE BLVD,234555542,7574646944,23455
6632 INDIAN RIVER RD,234643442,7574244442,23464
6025 PROVIDENCE RD,234643808,7574747447,23464
150 S SUNNY SLOPE RD,530054858,2627864550,53005
8901 W LINCOLN AVE,532272409,4143286000,53227
123 HOW LN,89013653,7327458600,89013
419 W REDWOOD ST,212011734,4103285196,21201
211 N 12TH ST,182351138,6103771300,18235
6560 FANNIN ST,770302711,7137937550,77030
7401 MAIN ST,770304509,7137992300,77030
11803 S FWY,760287028,8173499500,76028
833 ST VINCENTS DR,352051612,2059334675,35205
4500 MEMORIAL DR,622235360,NA,62223
4550 MEMORIAL DR,622265359,NA,62226
1404 CROSS ST,622692988,NA,62269
6560 FANNIN ST,770302711,7137937550,77030
WARREN HOSPITAL 185 ROSEBERRY ST,88651690,6107782154,88651
1921 LAKE AVE,600911480,8774483627,60091
701 W N AVE,601601612,7086813200,60160
5645 W ADDISON ST,606344403,7732827000,60634
4058 W MELROSE ST,606414799,7737367000,60641
2200 E WASHINGTON ST,617014364,3096623311,61701
1101 26TH ST S,594055161,4064555342,59405
3000 15TH AVE S,594055240,4064542171,59405
1400 29TH ST S,594055315,4064542171,59405
511 S ORANGE AVE,70792636,NA,70792
1624 S I ST,984055093,2534288700,98405
6885 BROCKTON AVE,925063811,NA,92506
75 ARCH ST,443041434,NA,44304
95 ARCH ST,443041467,3304344145,44304
161 N FORGE ST,443041483,3303793514,44304
525 E MARKET ST,443041619,NA,44304
1227 MEDICAL CTR DR,284017306,9103413300,28401
2421 SILVER STREAM LN,284017684,9103413300,28401
1333 S DICKINSON DR,284516434,9103413300,28451
5680 FRISCO SQUARE BLVD,750343300,NA,75034
9201 WAUKEGAN RD,600532102,NA,60053
355 RIDGE AVE,602023328,NA,60202
1000 CENTRAL ST,602011780,NA,60201
4295 HEMPSTEAD TPKE,117145713,NA,11714
221 JERICHO TPKE,117914515,NA,11791
888 OLD COUNTRY RD,118034914,NA,11803
1 REGULUS DR A,80122427,8562567513,80122
205 E LAUREL RD,80841301,8445422273,80841
919 MURFREESBORO RD,370643002,6157917254,37064
3950 KRESGE WAY,402074637,NA,40207
3900 KRESGE WAY,402074683,NA,40207
123 S 27 ST,591014200,4062473200,59101
801 N 29TH ST,591010909,4062382500,59101
13940 N US HWY 441,321598954,3524017552,32159
2651 SW 32ND PL,344717848,3524017552,34471
3100 SUMMIT ST,946093412,5108698400,94609
140 HOSPITAL DR,52015010,NA,52015
SVMC GASTROENTEROLOGY,52015010,8024471536,52015
SVMC OB/GYN,52015010,8024429600,52015
43303 SCHOENHERR RD,483131959,5867398674,48313
1802 BRAEBURN DR,241537357,5407723690,24153
750 HARRISON AVE,324012524,NA,32401
400 E 3RD ST,558051951,2187868364,55805
4100 JOHN R ST,482012013,3137459191,48201
8607 EASTHAVEN COURT,346555217,7276696800,34655
1840 MEASE DR,346956605,7276696800,34695
4401 WORNALL RD,641113220,8169322282,64111
474 OVINGTON AVE,112091550,7182382625,11209
3132 MATLOCK RD,760152922,NA,76015
811 AINSWORTH DR,863011687,9287715550,86301
200 W ESPLANADE AVE,700652489,5048424000,70065
2820 NAPOLEON AVE,701156969,5048425300,70115
5401 S ST,685062150,4024897102,68506
7117 BROCKTON AVE,925062615,9516836370,92506
10250 N 92ND ST,852584518,4809492080,85258
1125 MADISON ST,651015227,NA,65101
1500 SOUTHWEST BLVD B,651092472,5736356350,65109
1500 SOUTHWEST BLVD D,651092472,5736325780,65109
1125 MADISON ST,651015227,5736325000,65101
1432 SOUTHWEST BLVD,651092444,5736325000,65109
2087 KLOCKNER RD,86903416,6098380688,86903
5000 WINDROW DR,85405003,6099871221,85405
361 OLD BELGRADE RD,43308058,2076216100,43308
100 SIMSBURY RD,60013793,8602583480,60013
120 E BEAUREGARD,76903,9156581511,76903
1 QUALITY DR,956889494,7076244000,95688
14 PROSPECT ST,17573003,5084222305,17573
5121 S COTTONWOOD ST,841075701,NA,84107
400 C ST,841431005,NA,84143
181 FRANKLIN AVE,71102900,9736678117,71102
169 W 133RD ST,100303301,6467624950,10030
80 S MAIN ST,64573648,8603586878,64573
825 N GIBSON RD,890111706,7027768300,89011
1600 S GEORGE ST,174034508,7178483615,17403
169 MARTIN AVE,175221724,NA,17522
175 MARTIN AVE,175221761,NA,17522
80 E MAIN ST,136171450,3153863300,13617
50 LEROY ST,136761786,3152653300,13676
2000 STADIUM WAY,900262606,2312504200,90026
1300 N VERMONT AVE,900276098,3239134831,90027
5200 HARROUN RD,435602168,4198241444,43560
25775 MCBEAN PKWY,913553703,NA,91355
2615 EYE ST,933012006,6613953000,93301
420 34TH ST,933012237,6613274647,93301
3001 SILLECT AVE,933086337,6613166000,93308
2601 OSWELL ST,933063173,6618721000,93306
2665 N DECATUR RD,300336145,4042979755,30033
1451 ASHFORD,9071511,7877212160,90715
1462 PROF AUGUSTO RODRIGUEZ,9102237,7877276060,91022
3700 W SOVEREIGN PATH,344618071,3525270068,34461
1801 SE32ND AVE,344715532,3.53E+13,34471
300 S MAIN ST,346013320,3527544067,34601
7551 FOREST OAKS BLVD,346062437,3525406800,34606
7500 STATE RD,452552439,5136244500,45255
CALLE 36 BLOQUE ZA,961,7877852694,961
540 E JEFFERSON ST,522452479,NA,52245
3333 GLENDALE AVE,436142426,4193835550,43614
3355 GLENDALE AVE,436142426,4193835614,43614
3000 ARLINGTON AVE,436142595,4193833578,43614
2035 HAMBURG TPKE F,74706251,9735139475,74706
400 W BLACKWELL ST,78012525,9739893500,78012
21 POCONO RD,78342954,9735865000,78342
25 POCONO RD,78342954,9736256000,78342
8 SADDLE RD,79271902,9739935950,79271
4100 N HARVEY PKWY,731188432,NA,73118
15900 S CICERO AVE,604524006,3125722000,60452
3330 N 2 ST,850122369,6022747195,85012
1500 COOPER ST,761042710,6828854007,76104
500 ALA MOANA BLVD,968134907,NA,96813
647 N KUAKINI ST,968172381,NA,96817
736 BROADWAY N,581224421,7012342000,58122
150 GENTILLY BLVD,301208522,7703822580,30120
501 REDMOND NWRD,301651415,7062910291,30165
504 REDMOND RD,301651416,7062353855,30165
550 REDMOND NW RD,301651416,7062955331,30165
1825 MARTHA BERRY BLVD,301651625,7062955331,30165
304 TURNER MCCALL SWBLVD,301655621,7065095000,30165
113 JAMES ST,88203946,7325493449,88203
65 JAMES ST,88203947,7323217000,88203
445 S ADAMS ST,543014107,4142251568,54301
1686 EISENHOWER RD,541158145,9204964700,54115
3860 MONROE RD,541158399,9204964700,54115
1300 E GREEN BAY ST,541662210,9204964700,54166
1821 S WEBSTER AVE,543012253,9204964700,54301
835 S VAN BUREN ST,543013526,9204964700,54301
1715 DOUSMAN ST,543033211,9204964700,54303
1727 DOUSMAN ST,543033211,9204964700,54303
2502 S ASHLAND AVE,543045252,9204964700,54304
3021 VOYAGER DR,543118303,9204964700,54311
160 ROBBINS ST,67082652,2035737284,67082
1104E STATE HWY 152,730645116,4055633998,73064
42401 PELICAN PROFESSIONAL PARK,704032405,9855429155,70403
438 W LAS TUNAS DR,917761216,NA,91776
2101 N WATERMAN AVE,924044836,9098838711,92404
1805 MEDICAL CTR DR,924111217,9098876333,92411
3 HOSPITAL PLZ,88573084,7323602700,88573
1 MEDICAL PARK,260036379,3042436530,26003
40 MEDICAL PARK,260036392,3042437130,26003
90 N 4TH ST,439351648,3042342000,43935
43134 DEQUINDRE RD,483141723,5864468688,48314
2841 LOMITA BLVD,905055100,3107846954,90505
1050 WELLINGTON AVE,815018121,NA,81501
2643 PATTERSON RD,815061936,9702987675,81506
2643 PATTERSON RD,815061937,NA,81506
1613 ROUTE 88,87243000,NA,87243
425 JACK MARTIN BLVD,87247732,NA,87247
845 W LA VETA AVE,928683930,NA,92868
525 E 68TH ST RM,100214870,2127466290,10021
1305 YORK AVE,100215663,NA,10021
7700 UNIVERSITY DR,450692505,5132987325,45069
105 N BASCOM AVE,951281870,NA,95128
657 N TOWN CTR DR,891446367,7022337571,89144
BARRIO RINCON SECTOR LOMA,736,7872635001,736
AVE OSVALDO MOLINA,738,7878010081,738
404 AVE GENERAL VALERO,7383998,7876550505,73839
201 S ALVARADO ST,900572391,2134830901,90057
9001 WILSHIRE BLVD,902111840,3102746671,90211
9834 GENESEE AVE,920371264,8584578600,92037
6624 FANNIN ST,770302385,NA,77030
8901 W DODGE RD,681143300,4027585240,68114
17030 LAKESIDE HILLS PLZ,681302396,4027585240,68130
10 E 31ST ST,688472926,3088657100,68847
800 MERCY DR,515033128,7123285000,51503
2201 HEMPSTEAD TPKE ER,115541859,5164866862,11554
2201 HEMPSTEAD TPKE,115541859,5164866862,11554
853 N CHURCH ST,293033098,8645606928,29303
500 S ANAHEIM HILLS RD,928074759,7149975597,92807
2727 W HOLCOMBE BLVD,770251669,NA,77025
2727 W HOLCOMBE BLVD,770251669,7134424849,77025
800 BIESTERFIELD RD,600073372,8479813694,60007
795 E 2ND ST,917662007,9098652565,91766
1022 E GRIFFIN PKWY,785722402,NA,78572
970 N BROADWAY,107011311,9143761543,10701
1315 E 7TH AVE,336053607,8132323808,33605
3251 3RD AVE N,337138549,7273273854,33713
27800 MEDICAL CTR RD,926916409,NA,92691
345 N SMITH AVE,551022346,6512206000,55102
1500 FOREST GLEN RD,209101460,NA,20910
7600 CARROLL AVE,209126367,NA,20912
2041 GEORGIA NW AVE,200600001,2028654132,20060
1400 MEDICAL CAMPUS DR,496847823,2319358000,49684
2000 TAMARACK RD,430551183,2205642600,43055
1600 S GEORGE ST,174034508,7178483615,17403
169 MARTIN AVE,175221724,NA,17522
2061 FAIRVIEW AVE,180423953,6102537818,18042
1265 UNION AVE,381043415,9015167237,38104
7945 WOLF RIVER BLVD,381381768,9018668530,38138
2189 EASTMAN AVE,930035792,8056392600,93003
2142 N COVE BLVD,436063895,4192914000,43606
3333 GLENDALE AVE,436142426,4193835550,43614
3000 ARLINGTON AVE,436142595,4193833578,43614
ONE HOSPITAL PLAZA,69049317,2032767298,69049
5 HIGH RIDGE PARK,69051326,2032764644,69051
1701 N GEORGE MASON DR-SUITE,222053610,7035586600,22205
1701 N GEORGE MASON DR,222053698,7039403810,22205
50 E TOWNSHIP LINE RD,190272220,2156636067,19027
60 E TOWNSHIPLINE RD,190272220,NA,19027
60 E TOWNSHIP LINE RD,190272220,NA,19027
5501 OLD YORK RD LEVY 2,191413018,2154566786,19141
5501 OLD YORK RD WCB 4TH FLR,191413018,2154568270,19141
5501 OLD YORK RD,191413018,NA,19141
5401 OLD YORK RD KLEIN BLDG,191413030,NA,19141
5401 OLD YORK RD,191413045,NA,19141
559 W GERMANTOWN PIKE,194034250,NA,19403
609 W GERMANTOWN PIKE,194034250,NA,19403
1200 N BEAVER ST,860013118,9282136527,86001
2142 N COVE BLVD,436063895,4192914000,43606
3000 ARLINGTON AVE,436142595,4193833578,43614
401 SOUTHCREST CIRCLE,386716712,9016810778,38671
555 E CHEVES ST,295062617,8437772000,29506
2215 WILDWOOD AVE,721205090,5017532424,72120
2021 SANTA MONICA BLVD,904042167,NA,90404
2009 MICCOSUKEE RD,323085359,8509422299,32308
2200 S MONROE ST,323016303,8506562437,32301
448 STATE HWY 248,656163725,4173366713,65616
940 W MOUNT VERNON ST,657149613,4177245220,65714
2115 S FREMONT AVE,658042236,4178203905,65804
100 PILOT MEDICAL BLDG,352353411,NA,35235
104 UNION AVE,132031843,3154224442,13203
178 GRANDVIEW DR,120435144,5182543456,12043
4700 LADY MOON DR,805284426,9708214500,80528
2000 BOISE AVE,805385006,9708204543,80538
1800 15TH ST,806314563,NA,80631
1801 16TH ST,806315154,9708104121,80631
219 SUNSET AVE,752084531,9728077370,75208
6501 LOISDALE CT,221501826,7039221000,22150
18432 KENRICK AVE,550449288,9529938800,55044
15111 TWELVE OAKS CTR DR,553055201,9529934500,55305
12142 BUSINESS PARK N BLVD,553164525,9529770500,55316
300 E LAKE DR,553179302,9529934300,55317
19685 HWY 7,553317516,9529935900,55331
8455 FLYING CLOUD DR,553443974,9529937400,55344
15800 N 95TH AVE,553694400,9529931440,55369
1415 SAINT FRANCIS AVE,553793374,9529937750,55379
250 N CENTRAL AVE,553911206,9529933123,55391
2001 BLAISDELL AVE,554042414,9529938000,55404
6000 EARLE BROWN DR,554302506,9529934900,55430
4155 COUNTY RD 101,554462307,9529938900,55446
2142 N COVE BLVD,436063895,4192914000,43606
2525 COURT DR,280542140,7048342000,28054
285 BOULEVARD NE,303124204,NA,30312
22151 MOROSS RD,482362165,3133434850,48236
11211 PROSPERITY FARMS RD,334103471,5616262914,33410
2827 FORT MISSOULA RD,598047408,4067284100,59804
2600 WILSON ST,593015094,4062332500,59301
698 FEATHERSTONE RD,611076303,8153983277,61107
1600 S ANDREWS AVE,333162510,9547126427,33316
1625 SE 3RD AVE,333162521,9543203322,33316
327 BEACH 19TH ST,116914423,7188697919,11691
1051 N CANTON CNTR RD,481875097,7348445400,48187
1051 N CANTON CTR,481875097,7348445390,48187
1051 N CANTON CTR RD,481875097,NA,48187
777 HEMLOCK ST,312012102,4786337140,31201
770 PINE ST,312017577,4786331821,31201
400 CHARTER BLVD,312104831,4786338700,31210
350 HOSPITAL DR,312173838,4786338700,31217
3030 N ST,77702,4098926099,77702
1011 BALWIN PARK BLVD,917065806,6268511011,91706
1255 W ARROW HWY,917732340,9093942526,91773
14148 FRANCISQUITO AVE,917066120,NA,91706
1111 MEDICAL PLAZA DR,773803240,2814441303,77380
1475 W 49 PLACE,330123113,NA,33012
1201 E SCHUSTER,799024672,NA,79902
30 PROSPECT AVE,76011915,5519965045,76011
255 W SPRING VALLEY AVE,76071444,2012911010,76071
96 PKWY,76624200,2012914075,76624
1906 BLAKE AVE,816014227,9709456535,81601
738 CALLE MAR DE BENGAL,6464539,7876148315,64645
801 N 29TH ST,591010909,4062382500,59101
1045 ATLANTIC AVE,908133411,5624914879,90813
3000 Q ST,958167058,9167333333,95816
3331 W DEYOUNG ST,629595708,6189930013,62959
3331 W DEYOUNG ST,629595898,6189930013,62959
3411 PROFESSIONAL PARK DR,629596394,6189972161,62959
120 PENN ST,212011082,4107065181,21201
222 W 39TH AVE,944034398,6505732222,94403
420 LOWELL SEDR,358013762,2562657955,35801
128 WERTZ AVE NW,447084196,3304547722,44708
457 HADDONFIELD RD,80022223,8445422273,80022
200 LERNA RD S,619389388,2172585900,61938
7444 HANNOVER PKWY S,302817847,8774483627,30281
839 W CONGRESS ST,857452819,5206703707,85745
320 SUPERIOR AVE,926632742,9495153590,92663
75 PRINGLE WAY,895021469,7759823866,89502
6363 FRANCE AVE S,554352142,9529202070,55435
3001 HOSPITAL DR,207851189,NA,20785
1441 AVOCADO AVE,926607705,NA,92660
101 3RD AVE SW,587013880,7018575650,58701
1 BURDICK EXPY W,587014406,7018575650,58701
400 E BURDICK EXPRY,587014768,7018577033,58701
400 BURDICK EXPY E,587014768,7018575650,58701
1500 24TH AVE SW,587016905,7018575662,58701
1928 ALCOA HWY,379201502,NA,37920
1928 ALCOA HWY,379201504,NA,37920
2700 W 9TH AVE,549047247,9202232000,54904
2700 W 9TH AVE,549047247,9202361750,54904
3329 N RICHMOND ST,549111063,9207171238,54911
1506 S ONEIDA ST,549151305,9207382000,54915
1611 S MADISON ST,549151844,9207382000,54915
1501 S MADISON ST,549151846,9207382000,54915
1550 MIDWAY PL,549521165,9207382000,54952
130 DILLON DR,293071018,8645852027,29307
1700 SKYLYN DR,293071041,8645733000,29307
1690 SKYLYN DR,293071052,8645821201,29307
800 N 1ST ST,627023719,2175287541,62702
562 33RD ST,902663406,NA,90266
201 N MAYFAIR RD,532264216,4142597200,53226
676 KINGSBOROUGH SQ B,233204987,7574559036,23320
750 MOUNT CARMEL MALL,432221553,6142283036,43222
644 W PUTNAM AVE,68306088,2036220303,68306
1111 W KIMBERLY RD,528065711,NA,52806
701 10TH ST SE J EDWARD LUNDY PAVILLION 4TH FL,524031251,3198322328,52403
210 W 53RD ST,528062251,8887007842,52806
306 46TH AVE,612444281,3097962329,61244
4800 RIVERBEND RD,803012636,3034158850,80301
2720 SUNSET BLVD,291694810,NA,29169
110 E MEDICAL LN,291694817,8039367460,29169
959 E WALNUT ST,911065364,NA,91106
7450 W 63RD ST,605011816,7084580757,60501
7450 W 63RD ST,605011816,7084580757,60501
5401 S WENTWORTH AVE,606096300,7732886900,60609
5401 S WENTWORTH AVE,606096300,7732886900,60609
1105 E KENNEDY BLVD,336023511,8.13E+13,33602
1450 CHAPEL ST,65114440,2037893000,65114
951 YORK DR,751152052,4698502697,75115
500 W THOMAS RD,850134235,6024066017,85013
19 DOBBS ST,278397502,NA,27839
270 SMITH CHURCH RD,278704914,2525370134,27870
2717 DEXTER AVE N,981091914,2062847012,98109
116 FAIRVIEW AVE N,981095360,2062541400,98109
3800 MONTLAKE BLVD NE,981950007,2065981534,98195
3752 MONTLAKE BLVD NE,981950010,2065981534,98195
4060 E STEVENS WAY,981954410,2066162495,98195
1400 JACKSON ST,802062761,3033981355,80206
21475 RIDGETOP CIR,201666580,7034306211,20166
6550 FANNIN ST,770302740,NA,77030
10540 CONNECTICUT AVE,208952426,3019490030,20895
3650 STEVE REYNOLDS BLVD,300964506,7709316026,30096
3495 PIEDMONT RD NE,303051736,4043647206,30305
1968 PEACHTREE RD NW,303091281,4046055000,30309
1919 S WHEELING AVE,741045634,9187442672,74104
55 PALMER AVE,107083403,9147873200,10708
600 MAMARONECK AVE,105281635,9147238100,10528
259 HEATHCOTE RD,105834523,9147238100,10583
2727 MADISON RD,452092271,5133210833,45209
4800 SAND POINT WAY NE,981053901,2065262000,98105
15503 VENTURA BLVD,914363132,8184618148,91436
1427 VINE ST,191021031,2157622530,19102
6 A DOCTORS PARK,278342801,2527444500,27834
2100 N WALDRON ST,675021176,6207281498,67502
929 N ST FRANCIS,672143821,3162685000,67214
1340 BROAD AVE,395012404,2285752700,39501
804 S 52ND ST,681061802,4025592666,68106
601 S 8TH ST,302244213,7702282721,30224
619 S 8TH ST,302244260,7702296072,30224
1234 NAPIER AVE,490852112,2699838300,49085
2990 NILES RD,490858607,2699833368,49085
3950 HOLLYWOOD RD,490859151,NA,49085
345 N HARRIS ST,306012411,7063896921,30601
700 SUNSET DR,306062288,7064252935,30606
3350 BRECKINRIDGE BLVD,300964959,7709628396,30096
1117 W PEACHTREE ST NW,303093608,4045899040,30309
600 CELEBRATE LIFE PKWY,302658001,7704006296,30265
1968 PEACHTREE NW RD,303091281,4046055000,30309
1984 PEACHTREE RD NW,303095219,4043673210,30309
HOSP UNIVERSITARIO DE ADULTOS,9260001,7872745100,92600
2651 SW 32ND PL,344717848,3524017552,34471
3100 S DOUGLAS RD,331346914,3054458461,33134
8212 W FLAGLER ST,331442028,3054447799,33144
70 E ST,18444597,9786870156,18444
11 NEVINS ST,21353514,6177796700,21353
2151 E PECOS RD,852256098,4809076337,85225
1934 MONROE ST,481242917,3135657464,48124
341 BULLARD PKWY,336175544,8139830700,33617
341 BULLARD PKWY,336175544,8774483627,33617
208 MILL RD,27195208,5089961800,27195
1030 PRESIDENT AVE,27205923,5086763411,27205
20 GERMANTOWN RD,68105023,NA,68105
33 GERMANTOWN RD,68105038,2037398330,68105
42 E LAUREL RD,80841354,NA,80841
42 E LAUREL RD,80841354,8565666845,80841
150 SE 17TH ST,344717100,NA,34471
1922 DRY CREEK WAY,782591839,NA,78259
400 SOUTHWEST 25TH AVE,760678246,9403257891,76067
1000 HOUGHTON AVE,486025303,9895836800,48602
216 SHORT HILLS AVE,70811010,9733767838,70811
3800 W 203RD ST,604611185,NA,60461
259 NO MIDDLETOWN RD,109541220,NA,10954
929 N ST FRANCIS,672143821,3162685000,67214
100 E CARROLL ST,218015493,NA,21801
800 BIESTERFIELD RD,600073372,8479813694,60007
3301 LANCASTER PIKE,198051436,NA,19805
2236 SE BELMONT ST,972142817,5034457699,97214
8600 OLD GEORGETOWN RD,208141497,NA,20814
9901 MEDICAL CTR DR,208503357,NA,20850
11125 ROCKVILLE PIKE,208523142,NA,20852
1500 N OAKLAND AVE,656133099,4173286055,65613
1630 E PRIMROSE ST,658047929,4178854700,65804
1200 BROOKLYN AVE,782124810,2102249616,78212
420 E N AVE,152124746,4123593683,15212
1800 E FLORENCE BLVD,851225303,NA,85122
1720 UNIVERSITY DR S,581034940,7012804140,58103
154 BURNETTS WAY,234348366,7576093380,23434
2075 GLENN MITCHELL DR,234560179,7578212825,23456
6632 INDIAN RIVER RD,234643442,7574244442,23464
6025 PROVIDENCE RD,234643808,7574747447,23464
1200 HILYARD ST,974018167,5413352700,97401
1255 HILYARD ST,974013718,4582056011,97401
4010 AERIAL WAY,974029757,NA,97402
50 MALL RD,18034537,7817445100,18034
7101 NARROWS AVE,112091805,NA,11209
250 S CRESCENT DR,504012926,6414945200,50401
1000 4TH ST SW,504012800,6414286999,50401
3-3420 KUHIO HWY B,967661098,8082451500,96766
2625 W ALAMEDA AVE,915054822,8188439015,91505
300 LONGWOOD AVE,21155724,6173556000,21155
1259 WANTAGH AVE,117932205,NA,11793
2300 CHAMBER CTR DR,410171673,8593413114,41017
4900 HOUSTON RD,410424824,8592127700,41042
5200 EASTERN AVE,212242736,4105500756,21224
3570 W 9000,840888871,8019035620,84088
3460 S PIONEER PKWY,841202049,NA,84120
3336 S PIONEER PKWY,841202067,8019643921,84120
5200 DTC PKWY,801112719,3037450000,80111
239 W HWY 190,765222912,2545429000,76522
4321 FIR ST,463123049,2193927005,46312
4321 FIR ST,463123049,2197032577,46312
9042 COLUMBIA AVE,463212928,2198364461,46321
1400 S LAKE PARK AVE,463426044,2199476638,46342
1500 S LAKE PARK AVE,463426638,NA,46342
3170 WILLOWCREEK RD,463684424,2197647236,46368
9660 WICKER AVE,463739487,2193651166,46373
9660 WICKER AVE,463739487,NA,46373
3800 SAINT MARY RD,463833986,NA,46383
4100 TAYLOR BLVD,402152342,5023612381,40215
48 ROUTE 25A,117871454,6318646111,11787
15 MAREBLU,926563046,9494480656,92656
970 N BROADWAY,107011309,NA,10701
1126 N MAIN ST,638015046,5734714312,63801
1605 MARTIN SPRINGS DR,654012980,NA,65401
3050 E RIVER BLUFF BLVD,657218807,4178205610,65721
1235 E CHEROKEE ST RM,658042203,4178202600,65804
2115 S FREMONT AVE,658042205,4178203738,65804
2115 S FREMONT AVE,658042239,NA,65804
3231 S NATIONAL AVE,658077304,NA,65807
744 S WEBSTER AVE,543013505,9204336025,54301
704 S WEBSTER AVE,543013531,9204333456,54301
758 ROUTE 18,88164923,NA,88164
1 HOSPITAL PLZ,88573012,NA,88573
3030 N ST,77702,4098926099,77702
164 SUMMIT AVE FAIN BLDG B,29062894,4017934050,29062
